بسم	bism
له من هاد	lahụ min hād
الآخرة أشق	al-ākhirati asyaqq
من واق	miw wāq
وعد المتقون	wu’idal-muttaqụn
دائم وظلها	dā`imuw wa ẓilluhā
الذين اتقوا وعقبى	allażīnattaqaw wa ‘uqbā
ينكر بعضه	yungkiru ba’ḍah
ولا أشرك به	wa lā usyrika bih
أدعو وإليه مآب	ad’ụ wa ilaihi ma`āb
حكما عربيا	ḥukman ‘arabiyyā
بعدما جاءك	ba’da mā jā`ak
أزواجا وذرية	azwājaw wa żurriyyah
يأتي بآية	ya`tiya bi`āyah
أجل كتاب	ajaling kitāb
يشاء ويثبت	yasyā`u wa yuṡbit
أم الكتاب	ummul-kitāb
أو نتوفينك	au natawaffayannak
ننقصها من أطرافها	nangquṣuhā min aṭrāfihā
معقب لحكمه	mu’aqqiba liḥukmih
المكر جميعا	al-makru jamī’ā
تكسب كل نفس	taksibu kullu nafs
وسيعلم الكفار	wa saya’lamul-kuffār
لست مرسلا	lasta mursalā
علم الكتاب	‘ilmul-kitāb
العزيز الحميد	al-‘azīzil-ḥamīd
عذاب شديد	‘ażābin syadīd
ويبغونها عوجا	wa yabgụnahā ‘iwajā
ليبين لهم	liyubayyina lahum
ويهدي من يشاء	wa yahdī may yasyā`
بآياتنا أن أخرج	bi`āyātinā an akhrij
صبار شكور	ṣabbārin syakụr
ويذبحون أبناءكم	wa yużabbiḥụna abnā`akum
لئن شكرتم لأزيدنكم	la`in syakartum la`azīdannakum
لغني حميد	laganiyyun ḥamīd
وعاد وثمود	wa ‘ādiw wa ṡamụd
من بعدهم	mim ba’dihim
لا يعلمهم	lā ya’lamuhum
تدعوننا إليه مريب	tad’ụnanā ilaihi murīb
رسلهم أفي الله	rusuluhum a fillāh
بشر مثلنا	basyarum miṡlunā
آباؤنا فأتونا	ābā`unā fa`tụnā
يمن على	yamunnu ‘alā
أن نأتيكم بسلطان	an na`tiyakum bisulṭān
وقد هدانا سبلنا	wa qad hadānā subulanā
ما آذيتمونا	mā āżaitumụnā
أرضنا أو لتعودن	arḍinā au lata’ụdunn
لنهلكن الظالمين	lanuhlikannaẓ-ẓālimīn
ولنسكننكم الأرض	wa lanuskinannakumul-arḍ
وخاف وعيد	wa khāfa wa’īd
واستفتحوا وخاب	wastaftaḥụ wa khāb
من ورائه جهنم	miw warā`ihī jahannam
يسيغه ويأتيه	yusīguhụ wa ya`tīh
عذاب غليظ	‘ażābun galīẓ
كرماد اشتدت	karamādinisytaddat
الضلال البعيد	aḍ-ḍalālul-ba’īd
والأرض بالحق	wal-arḍa bil-ḥaqq
يشأ يذهبكم ويأت	yasya` yuż-hibkum wa ya`t
الله بعزيز	‘alallāhi bi’azīz
فقال الضعفاء	fa qālaḍ-ḍu’afā`
لو هدانا	lau hadānā
أجزعنا أم صبرنا	ajazi’nā am ṣabarnā
ووعدتكم فأخلفتكم	wa wa’attukum fa akhlaftukum
دعوتكم فاستجبتم	da’autukum fastajabtum
ولوموا أنفسكم	wa lụmū anfusakum
أنتم بمصرخي	antum bimuṣrikhiyy
كفرت بما أشركتمون	kafartu bimā asyraktumụn
الصالحات جنات	aṣ-ṣāliḥāti jannāt
تحيتهم فيها سلام	taḥiyyatuhum fīhā salām
طيبة كشجرة	ṭayyibatang kasyajarah
حين بإذن	ḥīnim bi`iżn
لعلهم يتذكرون	la’allahum yatażakkarụn
خبيثة اجتثت	khabīṡatinijtuṡṡat
بالقول الثابت	bil-qauliṡ-ṡābit
الله الظالمين	allāhuẓ-ẓālimīn
ويفعل الله	wa yaf’alullāh
قومهم دار البوار	qaumahum dāral-bawār
جهنم	jahannam
يصلونها	yaṣlaunahā
وبئس القرار	wa bi`sal-qarār
أندادا ليضلوا	andādal liyuḍillụ
فإن مصيركم	fa inna maṣīrakum
رزقناهم سرا وعلانية	razaqnāhum sirraw wa ‘alāniyah
الفلك لتجري	al-fulka litajrī
وسخر لكم	wasakhkhara lakum
الشمس والقمر دائبين	asy-syamsa wal-qamara dā`ibaīn
لكم الليل	lakumul-lail
ما سألتموه	mā sa`altumụh
لا تحصوها	lā tuḥṣụhā
لظلوم كفار	laẓalụmung kaffār
أن نعبد الأصنام	an na’budal-aṣnām
رب إنهن أضللن 	rabbi innahunna aḍlaln
فمن تبعني	fa man tabi’anī
ومن عصاني فإنك	wa man ‘aṣānī fa innak
بواد غير ذي	biwādin gairi żī
نخفي وما نعلن	nukhfī wa mā nu’lin
وما يخفى على	wa mā yakhfā ‘alā
الكبر إسماعيل	al-kibari ismā’īl
لسميع الدعاء	lasamī’ud-du’ā`
وتقبل دعاء	wa taqabbal du’ā`
يقوم الحساب	yaqụmul-ḥisāb
تحسبن الله غافلا	taḥsabannallāha gāfilā
ليوم تشخص	liyaumin tasykhaṣ
مهطعين مقنعي	muhṭi’īna muqni’ī
وأفئدتهم هواء	wa af`idatuhum hawā`
قريب نجب دعوتك	qarībin nujib da’watak
تكونوا أقسمتم	takụnū aqsamtum
سكنتم في مساكن	sakantum fī masākin
لتزول منه الجبال	litazụla min-hul-jibāl
مخلف وعده	mukhlifa wa’dih
عزيز ذو انتقام	‘azīzun żuntiqām
تبدل الأرض	tubaddalul-arḍ
مقرنين في الأصفاد	muqarranīna fil-aṣfād
قطران وتغشى	qaṭirāniw wa tagsyā
نفس ما كسبت	nafsim mā kasabat
واحد وليذكر	wāḥiduw wa liyażżakkar
وقرآن مبين	wa qur`ānim mubīn
كانوا مسلمين	kānụ muslimīn
ويلههم الأمل	wa yul-hihimul-amal
كتاب معلوم	kitābum ma’lụm
وما يستأخرون	wa mā yasta`khirụn
إنك لمجنون	innaka lamajnụn
ما تأتينا بالملائكة	mā ta`tīnā bil-malā`ikah
إذا منظرين	iżam munẓarīn
له لحافظون	lahụ laḥāfiẓụn
شيع الأولين	syiya’il-awwalīn
كذلك نسلكه	każālika naslukuh
سنة الأولين	sunnatul-awwalīn
فظلوا فيه يعرجون	fa ẓallụ fīhi ya’rujụn
سكرت أبصارنا	sukkirat abṣārunā
بروجا وزيناها	burụjaw wa zayyannāhā
وحفظناها من	wa ḥafiẓnāhā min
من استرق السمع	manistaraqas-sam’
مددناها وألقينا	madadnāhā wa alqainā
معايش ومن لستم	ma’āyisya wa mal lastum
بقدر معلوم	biqadarim ma’lụm
الرياح لواقح	ar-riyāḥa lawāqiḥ
له بخازنين	lahụ bikhāzinīn
ونحن الوارثون	wa naḥnul-wāriṡụn
علمنا المستأخرين	‘alimnal-musta`khirīn
هو يحشرهم	huwa yaḥsyuruhum
من حمإ مسنون	min ḥama`im masnụn
والجان خلقناه	wal-jānna khalaqnāh
حمإ مسنون	ḥama`im masnụn
سويته ونفخت	sawwaituhụ wa nafakht
فسجد الملائكة	fa sajadal-malā`ikah
إلا إبليس	illā iblīs
مع الساجدين	ma’as-sājidīn
ألا تكون مع	allā takụna ma’
أكن لأسجد لبشر	akul li`asjuda libasyar
فإنك رجيم	fa innaka rajīm
عليك اللعنة إلى	‘alaikal-la’nata ilā
يوم يبعثون	yaumi yub’aṡụn
الوقت المعلوم	al-waqtil-ma’lụm
أغويتني لأزينن	agwaitanī la`uzayyinann
منهم المخلصين	min-humul-mukhlaṣīn
من الغاوين	minal-gāwīn
لموعدهم أجمعين	lamau’iduhum ajma’īn
سبعة أبواب	sab’atu abwāb
جزء مقسوم	juz`um maqsụm
جنات وعيون	jannātiw wa ‘uyụn
ادخلوها بسلام	udkhulụhā bisalām
سرر متقابلين	sururim mutaqābilīn
منها بمخرجين	min-hā bimukhrajīn
نبئ عبادي	nabbi` ‘ibādī
العذاب الأليم	al-‘ażābul-alīm
ضيف إبراهيم	ḍaifi ibrāhīm
فقالوا سلاما	fa qālụ salāmā
منكم وجلون	mingkum wajilụn
إنا نبشرك بغلام	innā nubasysyiruka bigulām
قال أبشرتموني	qāla a basysyartumụnī
بشرناك بالحق	qālụ basysyarnāka bil-ḥaqq
إلا الضالون	illaḍ-ḍāllụn
أيها المرسلون	ayyuhal-mursalụn
قوم مجرمين	qaumim mujrimīn
إلا آل لوط	illā āla lụṭ
لمنجوهم أجمعين	lamunajjụhum ajma’īn
إلا امرأته قدرنا	illamra`atahụ qaddarnā
آل لوط المرسلون	āla lụṭinil-mursalụn
قوم منكرون	qaumum mungkarụn
بل جئناك	bal ji`nāk
وأتيناك بالحق	wa ataināka bil-ḥaqq
فأسر بأهلك	fa asri bi`ahlik
مقطوع مصبحين	maqṭụ’um muṣbiḥīn
المدينة يستبشرون	al-madīnati yastabsyirụn
هؤلاء ضيفي	hā`ulā`i ḍaifī
ولا تخزون	wa lā tukhzụn
أولم ننهك	a wa lam nan-hak
هؤلاء بناتي	hā`ulā`i banātī
سكرتهم يعمهون	sakratihim ya’mahụn
فأخذتهم الصيحة	fa akhażat-humuṣ-ṣaiḥah
سافلها وأمطرنا	sāfilahā wa amṭarnā
لآيات للمتوسمين	la`āyātil lil-mutawassimīn
لبسبيل مقيم	labisabīlim muqīm
لآية للمؤمنين	la`āyatal lil-mu`minīn
أصحاب الأيكة	aṣ-ḥābul-aikah
فانتقمنا منهم	fantaqamnā min-hum
لبإمام مبين	labi`imāmim mubīn
الحجر المرسلين	al-ḥijril-mursalīn
وآتيناهم آياتنا	wa ātaināhum āyātinā
بيوتا آمنين	buyụtan āminīn
الصيحة مصبحين	aṣ-ṣaiḥatu muṣbiḥīn
كانوا يكسبون	kānụ yaksibụn
بينهما إلا بالحق	bainahumā illā bil-ḥaqq
فاصفح الصفح	faṣfaḥiṣ-ṣaf-ḥ
الخلاق العليم	al-khallāqul-‘alīm
آتيناك سبعا	ātaināka sab’ā
تمدن عينيك	tamuddanna ‘ainaik
النذير المبين	an-nażīrul-mubīn
على المقتسمين	‘alal-muqtasimīn
القرآن عضين	al-qur`āna ‘iḍīn
فوربك لنسألنهم	fa wa rabbika lanas`alannahum
تؤمر وأعرض	tu`maru wa a’riḍ
كفيناك المستهزئين	kafainākal-mustahzi`īn
إلها آخر	ilāhan ākhar
فسوف يعلمون	fa saufa ya’lamụn
يضيق صدرك	yaḍīqu ṣadruk
فسبح بحمد	fa sabbiḥ biḥamd
يأتيك اليقين	ya`tiyakal-yaqīn
فلا تستعجلوه	fa lā tasta’jilụh
أن أنذروا أنه	an anżirū annah
خصيم مبين	khaṣīmum mubīn
ومنها تأكلون	wa min-hā ta`kulụn
حين تريحون	ḥīna turīḥụn
بشق الأنفس	bisyiqqil-anfus
والبغال والحمير	wal-bigāla wal-ḥamīr
قصد السبيل	qaṣdus-sabīl
لهداكم أجمعين	lahadākum ajma’īn
شجر فيه تسيمون	syajarun fīhi tusīmụn
الزرع والزيتون	az-zar’a waz-zaitụn
مسخرات بأمره	musakhkharātum bi`amrih
مختلفا ألوانه	mukhtalifan alwānuh
لقوم يذكرون	liqaumiy yażżakkarụn
لحما طريا وتستخرجوا	laḥman ṭariyyaw wa tastakhrijụ
الفلك مواخر	al-fulka mawākhir
وأنهارا وسبلا	wa an-hāraw wa subulā
وعلامات	wa ‘alāmāt
بالنجم هم يهتدون	bin-najmi hum yahtadụn
أفمن يخلق	a fa may yakhluq
تعدوا نعمة	ta’uddụ ni’mah
تسرون وما تعلنون	tusirrụna wa mā tu’linụn
يخلقون شيئا	yakhluqụna syai`ā
أموات غير أحياء	amwātun gairu aḥyā`
أيان يبعثون	ayyāna yub’aṡụn
إلهكم إله واحد	ilāhukum ilāhuw wāḥid
منكرة وهم مستكبرون	mungkiratuw wa hum mustakbirụn
يسرون وما يعلنون	yusirrụna wa mā yu’linụn
يحب المستكبرين	yuḥibbul-mustakbirīn
أوزار الذين يضلونهم	auzārillażīna yuḍillụnahum
ساء ما يزرون	sā`a mā yazirụn
السقف من فوقهم	as-saqfu min fauqihim
أين شركائي الذين	aina syurakā`iyallażīn
الخزي اليوم	al-khizyal-yaum
تتوفاهم الملائكة	tatawaffāhumul-malā`ikah
فادخلوا أبواب	fadkhulū abwāb
فلبئس مثوى	fa labi`sa maṡwā
قالوا خيرا	qālụ khairā
الدنيا حسنة	ad-dun-yā ḥasanah
الآخرة خير	al-ākhirati khaīr
ولنعم دار	wa lani’ma dār
عدن يدخلونها تجري	 ‘adniy yadkhulụnahā tajrī
يجزي الله المتقين	yajzillāhul-muttaqīn
تتوفاهم الملائكة طيبين	tatawaffāhumul-malā`ikatu ṭayyibīn
يأتي أمر ربك	ya`tiya amru rabbik
فأصابهم سيئات	fa aṣābahum sayyi`āt
آباؤنا ولا حرمنا	ābā`unā wa lā ḥarramnā
البلاغ المبين	al-balāgul-mubīn
واجتنبوا الطاغوت	wajtanibuṭ-ṭāgụt
عليه الضلالة	‘alaihiḍ-ḍalālah
عاقبة المكذبين	‘āqibatul-mukażżibīn
من ناصرين	min nāṣirīn
جهد أيمانهم	jahda aimānihim
بلى وعدا عليه	balā wa’dan ‘alaih
ليبين لهم الذي	liyubayyina lahumullażī
إذا أردناه أن	iżā aradnāhu an
ظلموا لنبوئنهم	ẓulimụ lanubawwi`annahum
ولأجر الآخرة أكبر	wa la`ajrul-ākhirati akbar
ربهم يتوكلون	rabbihim yatawakkalụn
رجالا نوحي إليهم 	rijālan nụḥī ilaihim
بالبينات والزبر	bil-bayyināti waz-zubur
لتبين للناس	litubayyina lin-nās
مكروا السيئات	makarus-sayyi`āt
أو يأخذهم في تقلبهم	au ya`khużahum fī taqallubihim
أو يأخذهم على تخوف	au ya`khużahum ‘alā takhawwuf
فإن ربكم لرءوف رحيم	fa inna rabbakum lara`ụfur raḥīm
يتفيأ ظلاله	yatafayya`u ẓilāluh
من دابة والملائكة	min dābbatiw wal-malā`ikah
ويفعلون ما يؤمرون	wa yaf’alụna mā yu`marụn
إلهين اثنين	ilāhainiṡnaīn
واحد فإياي فارهبون	wāḥidun fa iyyāya far-habụn
الدين واصبا	ad-dīnu wāṣibā
أفغير الله تتقون	a fa gairallāhi tattaqụn
فإليه تجأرون	fa ilaihi taj`arụn
إذا كشف الضر	iżā kasyafaḍ-ḍurr
فتمتعوا	fa tamatta’ụ
نصيبا مما رزقناهم	naṣībam mimmā razaqnāhum
تالله لتسألن	tallāhi latus`alunn
البنات سبحانه	al-banāti sub-ḥānah
أحدهم بالأنثى	aḥaduhum bil-unṡā
يتوارى من	yatawarā min
يدسه في التراب	yadussuhụ fit-turāb
بالآخرة مثل السوء	bil-ākhirati maṡalus-saụ`
المثل الأعلى	al-maṡalul-a’lā
ولو يؤاخذ	walau yu`ākhiż
يكرهون وتصف ألسنتهم	yakrahụna wa taṣifu alsinatuhum
وليهم اليوم ولهم	waliyyuhumul-yauma wa lahum
الذي اختلفوا فيه	allażikhtalafụ fīh
ماء فأحيا به الأرض	mā`an fa aḥyā bihil-arḍ
الأنعام لعبرة	al-an’āmi la’ibrah
سائغا للشاربين	sā`igal lisy-syāribīn
النخيل والأعناب	an-nakhīli wal-a’nāb
أن اتخذي من الجبال	anittakhiżī minal-jibāl
الثمرات فاسلكي	aṡ-ṡamarāti faslukī
شراب مختلف	syarābum mukhtalif
إلى أرذل العمر	ilā arżalil-‘umur
عليم قدير	‘alīmung qadīr
بعض في الرزق	ba’ḍin fir-rizq
فضلوا برادي رزقهم	fuḍḍilụ birāddī rizqihim
أفبنعمة الله يجحدون	a fa bini’matillāhi yaj-ḥadụn
بنين وحفدة ورزقكم	banīna wa ḥafadataw wa razaqakum
أفبالباطل يؤمنون	a fa bil-bāṭili yu`minụn
شيئا ولا يستطيعون	syai`aw wa lā yastaṭī’ụn
فلا تضربوا لله الأمثال	fa lā taḍribụ lillāhil-amṡāl
مثلا عبدا مملوكا	maṡalan ‘abdam mamlụkā
هل يستوون	hal yastawụn
مثلا رجلين أحدهما	maṡalar rajulaini aḥaduhumā
أينما يوجهه لا يأت	ainamā yuwajjihhu lā ya`t
كلمح البصر	kalam-ḥil-baṣar
والأبصار والأفئدة	wal-abṣāra wal-af`idah
إلى الطير مسخرات	ilaṭ-ṭairi musakhkharā
ما يمسكهن إلا الله	mā yumsikuhunna illallāh
وأوبارها وأشعارها أثاثا	wa aubārihā wa asy’ārihā aṡāṡā
وسرابيل تقيكم بأسكم	wa sarābīla taqīkum ba`sakum
يتم نعمته	yutimmu ni’matah
يعرفون نعمت	ya’rifụna ni’mat
أمة شهيدا ثم لا	ummatin syahīdan ṡumma lā
ظلموا العذاب	ẓalamul-‘ażāb
هؤلاء شركاؤنا	hā`ulā`i syurakā`unā
فألقوا إليهم القول	fa alqau ilaihimul-qaul
يومئذ السلم وضل	yauma`iżinis-salama wa ḍall
زدناهم عذابا فوق	zidnāhum ‘ażāban fauq
وجئنا بك شهيدا	wa ji`nā bika syahīdā
وإيتاء ذي القربى	wa ītā`i żil-qurbā
تنقضوا الأيمان	tangquḍul-aimān
قوة أنكاثا	quwwatin angkāṡā
هي أربى من أمة	hiya arbā min ummah
يبلوكم الله به	yablụkumullāhu bih
وليبينن لكم	wa layubayyinanna lakum
ولتسألن عما	wa latus`alunna ‘ammā
ثبوتها وتذوقوا السوء	ṡubụtihā wa tażụqus-sū`
تشتروا بعهد الله	tasytarụ bi’ahdillāh
ما عندكم ينفد	mā ‘indakum yanfad
صبروا أجرهم	ṣabarū ajrahum
فلنحيينه حياة طيبة	fa lanuḥyiyannahụ ḥayātan ṭayyibah
أجرهم بأحسن	ajrahum bi`aḥsan
قرأت القرآن فاستعذ	qara`tal-qur`āna fasta’iż
له سلطان على	lahụ sulṭānun ‘alā
الذين يتولونه	‘alallażīna yatawallaunah
أنت مفتر	anta muftar
بالحق ليثبت	bil-ḥaqqi liyuṡabbit
نعلم أنهم	na’lamu annahum
أعجمي وهذا لسان	a’jamiyyuw wa hāżā lisān
يفتري الكذب	yaftaril-każib
هم الكاذبون	humul-kāżibụn
شرح بالكفر صدرا	syaraḥa bil-kufri ṣadrā
بأنهم استحبوا الحياة	bi`annahumustaḥabbul-ḥayāh
وسمعهم وأبصارهم	wa sam’ihim wa abṣārihim
جرم أنهم	jarama annahum
ما فتنوا ثم جاهدوا	mā futinụ ṡumma jāhadụ
بعدها لغفور	ba’dihā lagafụr
تأتي كل نفس تجادل	ta`tī kullu nafsin tujādil
مطمئنة يأتيها	muṭma`innatay ya`tīhā
فكذبوه فأخذهم	fa każżabụhu fa akhażahum
طيبا واشكروا	ṭayyibaw wasykurụ
والدم ولحم الخنزير	wad-dama wa laḥmal-khinzīr
